#################################################################################	#################################################################################
water-softner	jala-mqxUkarana_paxArWa/jala-mqxUkarana_maSIna
water-soluble	pAnI_meM_GulanaSIla/jalavileya
waters	pAnI_AnA/ulvoxaka/samuxra/pAnI/garBoxaka
waterspout	mUsalAXAra_varRA/jala_bavaNdara
water-supply	jala-saFcaya/jala-ApUrwi
water-table	pAnI_kI_sawaha
watertighter	jala_rokanevAlA
watertightest	jala_rokanevAlA
watertight	jala_rokanevAlA/Tosa/saSakwa_Ora_suspaRta/jalaroXI/akAtya
water-tower	jala-mInAra
water-vole	panacUhA
water-washed	pAnI_se_sAPa_kiyA_huA/laharoM_se_XulA
water-wash	pAnI_se_sAPa_kara
waterway	jalamArga/jalaXArA
waterweed	jalIya_Kara-pawavAra
waterwheel	panacakkA/jalacAka
water-wings	jala-plAva
waterworks	mUtaXASaya/mUwrASaya/jalakala/jalaGara
waterworn	pAnI_se_GisA_huA/jalaGqRta
watery-eyed	aSrupUrNa_AzKoM_vAlA
watery	jalIya/risawA_huA/PIkA/paniyala/pAnI_jEsA/ojahIna/kAnwihIna/jalavawa/jalapUrNa/BIgA/aSrupUrNa
WATS	vAtsa
wattage	vAteja
Watteau	vOto
watt-hour	vAta-GaNtA
wattle	tattara/galacarma/tattara_se_bAzXa/tattara_bAzXa
wattmeter	vAtamItara
Watts	vAtsa
watt	vAta
Watt	vAta
Waugh	vA
waul	kikiyA
waveband	I/warafga-pattI
waved	laharAnA
waveform	warafgarUpa
wavefront	warafgAgra
waveguide	warafgapaWanirXAriwra/warafga_paWaka
wave	lahara/xala/warafga/safkewa/iSArA/GUfGara/AveSa/laharA/kara/iSArA_kara/hilA/hAWa_se_iSArA_kara/GufGarAle_ho/GufGarAle_banA/GumA
wavelength	reidayo_warafga_lambA/warafga-xUrI/warafga_xErGya/sAJI_ruJAna/rediyo_warafga_lambAI
wavelet	UrmikA/CotI_lahara
wave-like	warafga_saxqSa
wavelike	warafgavawa/laharaxAra
wave-particle	warafga_kaNa
wavered	dagamagAnA
waverer	hicakicAne_vAlA
wavering	dagamagAnA/Dulamula/hicakicAhata/asWirawA
waver	PadaPadAhata/hicakicAhata/hAWa_hilA_kara_safkewa_karane_vAlA/laharA/ladaKadA/hicakicA/GatanA-baDa/dagamagA/baxalawA_raha
wavers	dagamagAnA
waves	laharAnA/samuxra
wavier	GuzGarAlA
waviest	GuzGarAlA
waviness	warafgilawA/GuzGarAlApana
waving	laharAnA/laharAwa_huA/safkewa
wav	warafga_lahara
wavy-grained	lahariyAxAra_resoM_vAlA
wavy	lahare_mArawA_huA/laharaxAra/GuzGarAlA
wawl	kikiyA
wax-chandler	momabawwI_vAlA
wax-coated	moma_se_Avqwa/moma_se_Alepiwa
waxed	moma_lagAnA
waxen	vivarNa/momayukwa/moma_kA_banA
waxes	moma_lagAnA
waxflower	vEksa_PlAvara
waxier	moma_sA
waxiest	moma_sA
waxiness	momiyApana
waxing	moma_lagAnA/baDawA_huA/varXana/moma_lepana
waxlike	vivarNa/moma_jEsA
waxmallow	vEksa_mElo
wax	moma_kA/moma/baDa/viswAriwa_ho/moma_se_pAliSa_kara/moma_lagA
waxwing	vEksa_viMga
waxwork	momI_puwalA
waxy	moma_sA/vivarNa/momayukwa/moma_se_Avqwa/moma_se_Alepiwa/moma_kA_banA/moma_jEsA
way	bahuwa_hI_xUra/bahuwa_hI/bahuwa/paWa/xUrI/xala/warIkA/SElI/rAswA/prakAra/ora/mArga/kRewra/Dafga
waybill	sAmAna-sUcI_Ora_nirxeSikA/biltI
wayfarer	pExala_yAwrI/musAPira
wayfaring	pExala_GUmane_vAlA/pariBrAmI/pExala_yAwrA
waylaid	GAwa_lagAnA
waylay	GAwa_lagA/rAswA_roka/GAwa_meM_bETa
waylaying	GAwa_lagAnA
waylays	GAwa_lagAnA
waymarked	paWapraxarSaka
waymark	paWapraxarSaka_chinha
way-out	anoKA
wayside	rAswe_kA_ikanArA/sadaka_ke_kinAre_kA/rAswe_kA_kinArA
ways	paWa/wOra-warIkA/powa-sanwaraNa_maFca
waywarder	nirafkuSa
waywardest	nirafkuSa
waywardness	SEwAnI
wayward	nirafkuSa/jixxI/haTI
WBC	Svewa_rakwakoSikA
WCIT	dablyU_sI_AI_tI
WC	SOcaGara
weakened	nirbala_karanA/pawalA_kiyA_huA/kama_kiyA_huA/kamajora_huA/hrAsa_xvArA_xURiwa
weakener	kamajora_banAne_vAlA
weakening	nirbala_karanA/kamajora_banAne_vAlA
weaken	nirbala_kara/SiWila_ho/kamajora_ho_jA/kamajora_banA_xe
weakens	nirbala_karanA
weaker	nisweja
weakest	nisweja
weak	kamajora/XuzXalA/XImA/svarAGAwa-hIna/paniyala/nirbala/nIrasa/manxA/KarAba/halkA/nisweja/manxa
weak-kneed	Dulamula
weaklier	kamajorI_se
weakliest	kamajorI_se
weakling	kamajora_vyakwi
weakly	aSakwa/kamajorI_se/xurbalawApUrvaka/WodA-bahuwa/PIke_Dafga_se
weaknesses	SOka
weakness	nirbalawA/xoRa/kamajorI/caskA/SOka
weak-stemmed	kamajora_wane_vAlA
weald	vana_BUmi
weal	niSAna/XArI/niSAna{kode_yA_daNde_se_mAre_jAne_ke}
weals	niSAna
wealthier	XanavAna
wealthiest	XanavAna
wealthily	samqxXa_rUpa_se
wealthiness	sampannawA
wealths	bAhulya
wealth	Xana/Xana-xOlawa/Xana-sampawwi/sampawwi/sampannawA/bahulawA/bAhulya
wealthy	XanavAna/samqxXa/sampanna
wean	CudA/xUXa_CudA/alaga_kara
weaned	CudA/xUXa_CudAyA_huA/swanamociwa
weaning	CudA/xUXa_CudAnA/apaswanana
weans	CudA
weapon	aswra/Saswra/haWiyAra/haswAswra
weaponed	haWiyAroM_se_lEsa
weaponise	haWiyAra_banA/aswra_ke_rUpa_meM_prayoga_kara
weaponize	haWiyAra_banA/aswra_ke_rUpa_meM_prayoga_kara
weaponless	niraswra/nihawWA
weaponries	haWiyAroM_kA_jaKIrA
weaponry	haWiyAroM_kA_jaKIrA/aswra-Saswra
weapons	aswra
weapons-grade	tikAU/aswra-koti_kA
wearabler	XAraNa_karane_yogya
wearablest	XAraNa_karane_yogya
wearables	XAraNa_karane_yogya
wearable	XAraNa_karane_yogya/XAraNIya/pariXeya/pahanane_yogya/vaswra
wear-and-tear	tUta_PUta
wearer	pahanane_vAlA/XAraka/pahanane_vAlA_vyakwi
wearers	pahanane_vAlA
wearied	ubAU/muraJAyA/mlAna/kumhalAyA/klAnwa
wearier	ubAU
weariest	ubAU
wearies	ubAU
wearifuler	nIrasa
wearifulest	nIrasa
weariful	nIrasa
wearily	wake_hue_anxAja_meM
wearinesses	WakAvata
weariness	WakAvata/WakAna
wearing	jAna/WakAU/aparaxana
wearisome	nIrasa/WakAU/klAnwikara
wearisomer	nIrasa
wearisomest	nIrasa
wear-on	XIre_XIre_bIwa
wear	pahanAvA/tikAUpana/pahananA/kapade/kamajora_honA/iswemAla/GisA_honA/jAna/kata_Pata/GisAvata/tikAU_ho/raKa/purAnA_ho/pahana/javAna_xiKa/ho/GIsa_jA/Gisa_jA/banA/anumawi_xe/BAva_ho/jyAxA_cala
wear-{sb}-down	Waka_jA
wears	jAna
wear-{sth}-away	Gisa_jA
wear-{sth}-down	Gisa_jA
wear-{sth}-off	XIre_XIre_samApwa_ho
wear-{sth}-out	samApwa_kara
wearying	ubAU
weary	klAnwa/WakA-mAnxA/ubAU/UbA_huA/ukawA_xe/Uba_jA/WakA
weasel	nevalA/vIjala
weasels	nevalA
weasel-worded	BrAmaka_SabxayukwaA
weather-beatener	KulI_havA_se_praBAviwa
weatherbeatener	KulI_havA_se_praBAviwa
weather-beatenest	KulI_havA_se_praBAviwa
weatherbeatenest	KulI_havA_se_praBAviwa
weatherbeaten	KulI_havA_se_praBAviwa
weather-beaten	KulI_havA_se_praBAviwa/qwukRariwa/qwuhawa
weatherboarded	Cajjiwa
weatherboarding	jala-niRkAsana_kA_DalavAz_waKwA/CajjA
weatherboard	jala-niRkAsana_kA_DalavAz_waKwA/CajjA/anuvAwa_xiSA
weather-bound	KarAba_mOsama_ke_kAraNa_prawibanXiwa
weathercocked	vAyu_kI_xiSA_ko_bawAne_vAlA_yanwra
weathercocking	vAyu_kI_xiSA_ko_bawAne_vAlA_yanwra
weathercocks	vAyu_kI_xiSA_ko_bawAne_vAlA_yanwra
weathercock	vAyu_kI_xiSA_ko_bawAne_vAlA_yanwra/vAwaxigxarSaka_murga/vAwaxigxarSaka
weathered	pAra_karanA/qwukRariwa
weatherer	pAra_karanA
weatherest	pAra_karanA
weather-forecast	mOsama_kA_pUrvAnumAna
weatherglass	vAyuxAbamApI
weathering	pAra_karanA
weatherliness	vAyu_kI_prawikUla_xiSA_meM_bahAva_kI_yogyawA
weatherly	vAyu_ke_prawikUla_bahane_yogya
weatherman	mOsama_pUrvAnumAna_karwA/mOsama_pUrvAnumAnakarwA
weathermen	mOsama_pUrvAnumAna_karwA
weatherproofed	mOsama_ke_asara_se_bace_rahanevAlA
weatherproofer	mOsama_ke_asara_se_bace_rahanevAlA
weatherproofest	mOsama_ke_asara_se_bace_rahanevAlA
weatherproofing	mOsama_ke_asara_se_bace_rahanevAlA
weatherproof	qwusaha/mOsama_ke_asara_se_bace_rahanevAlA/qwusaha_banA
weatherproofs	mOsama_ke_asara_se_bace_rahanevAlA
weathers	pAra_karanA
weather-station	qwu_parIkRaNa_keMxra
weatherstrip	mOsama_pattI/mOsama_pattI_lagA
weather-stripped	mOsama_pattI_se_avaroXiwa
weatherstripping	mOsama_pattI
weather-vane	vAwasUcaka
weathervane	vAyu-xiSA_xarSaka_yanwra/vAwa_xigxarSaka
weather	vAwonmuKa/mOsama/se_baca_jA/baxala/AkAra_baxala/KulI_havA_ke_praBAva_ko_Jela/pAra_kara
weatherworn	qwuXvaswa/qwukRariwa
weave	bunAvata/buna/teDe-meDe_cala/teDA-meDA_jA/muda_jA/kara/gUzWa/GumAvaxAra_mArga_se_ho_kara_Age_baDa/GUma_jA/eka_hI_sUtra_meM_graWiwa_kara/bunAI_kara/kapadA_banA/eka_hI_kaWAsUwra_meM_graWiwa_kara/xAyeM_bAyeM_cala
weaved	eka_hI_kaWAsUwra_meM_graWiwa_karanA
weaverbird	bayA
weaver	julAhA/bunakara/bayA
weavers	julAhA
weaves	eka_hI_kaWAsUwra_meM_graWiwa_karanA
weaving	bunanA/eka_hI_kaWAsUwra_meM_graWiwa_karanA
webbeder	jAlapAxa
webbedest	jAlapAxa
webbed	jAlapAxa/jAlayukwa/jAla_ke_samAna
webbing	paFjeM_kI_JillI
webby	jAla_ke_samAna
webcam	veba_kEmarA/veba_kEma
web-enabled	vEba-yukwa/vEba-yukwa
weber	vebara
Weber	vebara
web-footed	jAlapAxa
webfoot	jAlayukwa_paFjA
web	jAlA/wIra_kA_para/pAxajAla/jAla/paFjeM_kI_JillI{jalapakRI_va_meMDaka_kI}/jAla_banA
weblike	jAla_ke_samAna
webmaster	veba_mAstara
webpage	veba_pqRTa/veba_peja
website	veba_sWala/veba_sAita
webs	paFjeM_kI_JillI
Webster	vebstara
web-toed	jAlapAxa
Wed	buXa
weddeder	gaTabanXiwa
weddedest	gaTabanXiwa
wedded	gaTabanXiwa/vivAhiwa
wedding-cake	vivAha_kA_keka
wedding-ring	SAxI_kI_azgUTI
weddings	vivAhowsava
wedding	vivAhowsava/vivAha
wedged	KUztA_gAdanA/anwarGatta
wedge	KUztA/vEja/PAnAkAra/paccara/GusA_xe/atakA_xe/KUztA_gAda
wedge-shaped	pawwI_ke_AkAra_kA/PAnAkAra
wedges	KUztA_gAdanA
wedging	KUztA_gAdanA
wedlocks	vivAha
wedlock	vivAha
wednesday	buXavAra
Wednesday	buXavAra
Wednesdays	buXavAra
weds	byAha_karanA
wed	vivAhiwa/byAha_kara/vivAha_karA/vivAha_kara
wee	CotA_sA/bahuwa_jalxI/bahuwa_CotA/subaha_se_bahuwa_pUrva/peSAba/alpakAla/peSAba_kara
weeded	moWA_hatAnA/nirAI_kiyA
weeder	nirAI_upakaraNa/GAsa-pAwa_uKAdane_vAlA
weed	GAsa_PUsa/XUmrapAna/xubalA-pawalA_vyakwi/wambAkU/vIda/SEvAla/GAsa-pAwa/carasa/GAsa-pAwa_hatA/moWA_hatA
weedier	apawqNa_se_BarA
weediest	apawqNa_se_BarA
weeding	moWA_hatAnA
weed-killer	KarapawavAra_nASaka
weedkiller	vanaspawinASaka
weedless	Kara-pawavAra_se_rahiwa
weeds	moWA_hatAnA/viXavA_kI_mAwamI_poSAka
weed-whacker	nirAI_upakaraNa
weedy	apawqNa_se_BarA/xubalA-pawalA/mariyala/Kara-pawavAra_se_BarA/Kara-pawavAra_jEsA
weeing	CotA_sA
weekday	kArya-xivasIya/ravivAra_ko_Codakara_koI_xivasa/kArya-xivasa
weekdays	ravivAra_ko_Codakara_koI_xivasa
weekended	sapwAha_kA_anwima_xina
weekender	sapwAhAnwa_kI_CuttI_manAne_vAlA/CotA_sUtakesa
weekending	sapwAha_kA_anwima_xina
weekend	sapwAhAnwa/sapwAha_kA_anwima_xina/sapwAhAnwa_biwA
weekends	sapwAha_kA_anwima_xina
weeklier	sApwAhika_pawra
weeklies	sApwAhika_pawra
weekliest	sApwAhika_pawra
weeklong	haPwe_Bara_kA/eka_haPwe_kA/sapwAha_paryanwa
week-long	sapwAhaBara
weekly	sApwAhika/sapwAha_meM_eka_bAra/prawi_sapwAha/sApwAhika_samAcAra-pawra/sApwAhika_pawrikA/sApwAhika_pawra
weeknight	kArya-xivasa_kI_rAwa
week	sapwAha/haPwA
weeks	sapwAha
weeness	sUkRamawA/bArIkI
weenie	vInI
weensy	bahuwa_CotA_sA
weeny	bahuwa_CotA_sA
weeper	rone_vAlA/kirAye_kA_SokakarwA
weep-hole	risana_Cixra
weepiness	aSrupUrNawA
weepinger	rowe_hue
weepingest	rowe_hue
weeping	rowe_hue/rowA_huA/latakawA_huA/aSrupUrNa/ruxana
weep	roxana/ro/vilApa_kara/baha/ro
weeps	ronA
weepy	ruAzsA/rowA_huA
weer	CotA_sA
wees	CotA_sA
weest	CotA_sA
weevil	Guna
weevils	Guna
weewee	peSAba
wee-wee	peSAba_kara
wefts	wAne_ke_sAWa_lagAe_XAge
weft	wAne_ke_sAWa_lagAe_XAge/bAnA
Wegener	veganara
we	hamAr/hama/mEM/hameM/hamArA/hamane
weighbridge	traka_wolane_kA_kAztA/cOkI_wulA/mAla_se_Bare_traka_ko_wolane_kA_kAztA
weighed-anchor	pAnI_se_lafgara_uTA_lenA_Ora_jAne_ke_lie_wEyAra_rahaY/pAnI_se_lafgara_uTA_lenA_Ora_jAne_ke_lie_wEyAra_raha/sahayoga/sahArA
weighed	vajana_honA
weigher	wOlane_vAlA/wolaka
weighing-machine	BArI_vajana_wOlane_kI_maSIna/wolane_kI_maSIna
weighing-scale	vajana_kAtA/warAjU
weighing	vajana_honA/vicAra-vimarSa
weighin	vajana_honA
weigh-in	vajana_honA/wulAI
weighman	wulAIkAra
weighs	vajana_honA
weightage	BAra
weight	BAra/xama/xAba/wOla/vaswu/vajana/praBAva/mahawva/bAta/BArI_vaswu/BArIpana/BAra-wolana_ikAI/wEyAra_kara/vajanaxAra_banA/lagA/BAra_se_xabA/BAra_baDA
weighted	BAra_baDAnA/BAriwa/BArI
weightier	BArI
weightiest	BArI
weightily	BArIpana_ke_sAWa/BArI-Barakama_anxAja_meM
weightiness	mahawva/BArIpana
weighting	BAra_baDAnA/BAra
weightless	BArahIna
weightlessness	BArahInawA
weight-lift	BAra_uTA
weightlift	BArowwolana/BAra_uTA
weightlifter	BArowwoloka/BArowwolaka
weightlifting	BAra_uTAnA/BArowwolana
weightliftings	BAra_uTAnA
weights	BAra_baDAnA
weighty	BArI/sWUlakAya/praBAvaSAlI/gamBIra/ciMwAjanaka
weigh	wola/wulanA_kara/wOla/vicAra_kara/vajana_kara/vajana_ho/uTA/nApa/mahawwvapUrNa_sAbiwa_ho/gOra_kara/lafgara_uTA
Weill	vAila
Weimar	vAimara
weird	axBuwa/BayAnaka/nirAlA/awiprAkqwika/anoKA/ajIba/anUTA
weirder	anUTA
weirdest	anUTA
weirdie	ajIba_AxamI
weirdness	viciwrawA/axBuwawA
weirdo	ajIba_AxamI
weirds	anUTA
weirdy	ajIba_AxamI
weir	naxI_kA_bAzXa/xikparivarwI_bAzXa/maCalI_pakadane_kA_tattara/maCalI_pakadane_naxI_para_lagAyA_huA_jAla
weirs	maCalI_pakadane_naxI_para_lagAyA_huA_jAla
weisenheimer	jarUrawa_se_jyAxA_cAlAka_vyakwi
Weismann	vAijamAna
Weissbier	vAija_biyara
Weisshorn	vAisahArna
Wei	ve
Weizenbier	vAijana_biyara
welcher	uXAra_na_cukA_kara_XoKA_xene_vAlA_vyakwi/bAjI_kI_rakama_na_cukA_kara_XoKA_xene_vAlA_vyakwi
welcomed	XanyavAxa_sahiwa_lenA
welcomer	XanyavAxa_sahiwa_lenA/svAgawakarwA
welcomest	XanyavAxa_sahiwa_lenA
welcomes	XanyavAxa_sahiwa_lenA
welcome	xilapasanxa/svawanwra/suKaxa/aBinanxiwa/svawanra/svAgawa/svAgawa/AvaBagawa/svIkAra_kara/svAgawa_kara/saharRa_svIkAra_kara/aBinanxana_kara/XanyavAxa_sahiwa_lenA_[kisI_vaswu_ko]
welcoming	XanyavAxa_sahiwa_lenA/svAgawa_karawA
welded	peda
welder	veldara/JalAIgara
welding	peda/JalAI
weldment	JalAI
weld	peda/pIwaraFjaka_pAxapa/JAla/peda{jisase_pIlA_rafga_nikalawA_hE}/joda/JAla/JAla_lagA
welds	peda
welfare	BalAI/samvqxXi/xeKaBAla/suKa/kalyANakArI_sahAyawA/kalyANakArI_paxXawi/kalyANa/hiwa
welfares	kalyANa
welfare-state	kalyANa_rAjya
welfare-statist	loka_hiwakArI_rAjyoM_kA
welfarist	loka_hiwakArI_rAjyoM_kA
welkin	AkASa
well-adjusted	samAyojiwa/sanwuliwa/samaJaxAra
well-advised	sumanwriwa/suviveciwa
well-appointed	susajjiwa
well-balanced	sanwuliwa/samaJaxAra
well-behaved	SiRta/saBya
wellbeing	suKa
well-being	wanxuruswI/wanxurUswI/suKa/kalyANa
well-born	kulIna
wellborn	sawkulajAwa/kulIna
well-bound	acCI_waraha_se_jilxabanxa
well-branched	suSAKiwa
well-bred	kulIna/suSIla
well-built	hqRta_puRta/majabUwa/wanxurUswa/sugaTiwa
well-chosen	sucayaniwa
well-conducted	susaFcAliwa
well-connected	kulIna/bade-bade_logoM_se_sambanXa_raKane_vAlA/susafgawa
well-considered	suviveciwa/suvicAriwa
well-cut	acCA_kAtA_huA/acCA-mahafgA
well-defined	sunirXAriwa/susafkewa/warASA_huA/pUrNawaH_spaRta
well-developed	suvikasiwa
well-disposed	anukUla/sahAnuBUwiSIla/sahamawa
well-done	suparipakva/acCI_waraha_se_pakA_huA
well-dressed	sunxara_vaswra_XAraNa_kie_hue/surucipUrNa_vaswra_pahanane_vAlA/supariXAniwa/acCe_kapade_pahanane_vAlA
well-earned	suyogya/uciwa
welled	sanwoRajanaka
well-educated	suSikRiwa
well-endowed	BArI_vakRa-sWala_vAlI
well-establihed	suprawiRTiwa
well-established	suvyavasWiwa/susWApiwa
well-favored	sunxara
well-favoured	sunxara
well-fed	pORtika/supoRiwa
well-fixed	XanI/samqxXa
well-formed	vyAkaraNa_sammawa/sunirmiwa
well-founded	puKwA/majabUwa
well-found	susajjiwa
well-groomed	surucipUrNa_vaswra_pahanane_vAlA/surucipUrNa_Dafga_se_wEyAra/sAPa-suWarA/susajjiwa
well-grounded	warkasafgawa_rUpa_se_mAnya/Tosa
wellhead	kUpa_srowa/jagawa
well-heeled	XanI/samqxXa
well-informed	bahuSruwa/vixvAna
welling	sanwoRajanaka
wellington-boot	Gutane_waka_UzcA_camade_kA_jUwA
Wellington	veliMgtana
well-intentioned	nekanIyawa/saxASayI
well-kept	suvyavasWiwa/surakRiwa
well-knit	sugaTiwa
wellknownest	mAnA
well-known	jAnA_mAnA/supariciwa/suviKyAwa/suprasixXa
wellknown	mAnA
well-lighted	suprakASiwa/acCI_waraha_se_prakASiwa
well-lined	XanapUrNa
well-made	sunirmiwa/acCI_waraha_se_banAyA_huA
well-mannered	SiRta/kulIna
well-marked	suspaRta/niSciwa
well-matched	sahavarwanIya
well-meaning	saxASayI/neka-nIyawa
well-meant	saxASayI/nekanIyawa/suhqxa
well-mined	supracaliwa
wellness	svAsWya
well-nigh	lagaBaga
wellnigh	prAya/prAya:
well	niroga/TIka/anukUla/acCA/sanwoRajanaka/SAyaxa/sahaja_hI/pUrI_waraha_se/lagaBaga/bahuwa_jyAxA/bahuwa/acCI_waraha_se/acCe_se/acCI_waraha/ahA/acCA_wo/acCA/are_vAha!/wela_kA_kuAz/srowa/kUpaka/kuAz/kataGarA/kuzA/umada
well-nourished	supoRiwa
well-off	sOBAgyaSAlI/samqxXa
well-oiled	gulAbI_naSe_meM/AsAnI_se_calane_vAl/naSe_meM
well-ordered	suvyavasWiwa/suniyojiwa
well-preserved	BalA-cafgA/acCI_hAlawa_meM/surakRiwa
well-proportioned	sanwuliwa
well-qualified	suyogyawA_prApwa
well-read	suSikRiwa/bahupaTiwa/vixvAna/bahuSruwa
well-researched	suSoXiwa
well-rounded	pUrNa_vikasiwa/gola-matola/bahuprakIya
well-run	kuSalawA_se_vyavasWiwa/susaFcAliwa
well-seperated	spaRta_rupa_se_alaga-alaga
well-set	sugaTiwa
well-shaven	acCI_waraha_se_hajAmawa_kiyA_huA
well-situated	samqxXa
well-spoken	sUkwa/maXuraBARI/TIka_kahA
wellspring	srowa/kUpa_srowa
wells	sanwoRajanaka
well-stacked	sugaTiwa
Wells	velsa
well-thought-of	sammAniwa
well-thought-out	suniyojiwa
well-thumbed	bahu-paTiwa
welltimed	samayociwa
well-timed	samayociwa/sahI_samaya_para
well-to-doer	XanI
well-to-doest	XanI
well-to-do	XanI/samqxXa
well-tried	suparIkRiwa/acCI_waraha_se_AjamAyA_huA
well-trodden	bahupaxaxaliwa
well-turned	suvyakwa/sugaTiwa
well-versed	pravINa/anuBavI
well-wishers	SuBaciMwaka
well-wisher	SuBaciMwaka/SuBaciMwaka/hiwERI
well-wishing	SuBAkAfkRI/SuBaciMwaka/SuBAkAfkRA
well-worn	purAnA/PatA-purAnA/GisA-pitA
welsh-dresser	eka_prakAra_kI_alamArI
welshed	velsa_kA
welsher	uXAra_na_cukA_kara_XoKA_xene_vAlA_vyakwi/bAjI_kI_rakama_na_cukA_kara_XoKA_xene_vAlA_vyakwi
welshes	velsa_kA
welshing	velsa_kA
Welshman	velsavAsI
welsh	velsa_kA/XoKA_xe
Welsh	velsa_sambanXI/velsa_kA/velsa_vAsI/velsavAsI/velSa
Weltanschauung	viSvAvalokana
welted	gota_lagAnA
weltered	lotanA
welter	GAla_mela/GAlamela/nimagna_ho/lota/dUbanA-uwarA/dUba_jA
weltering	lotanA
welters	lotanA
welterweight	viSeRa_vajana_kA_mukkebja/veltaraveta_pahalavAna/veltaraveta_mukkebAja/veltaraveta_kuSwIgIra/veltara_veta
welt	gota/XArI/kodA_mAra/cAbuka_mAra/gota_lagA
welting	gota_lagAnA
Weltschmerz	virakwi
welts	gota_lagAnA
Welty	veltI
wembley	veMblI
Wembley	veMblI
wench	CokarI/veSyAgamana_kara
wencher	vyaBicArI/raNdIbAja
wend	rAswA_banA
wen	pUyakoRa
went	raKA_jAnA
wept	ronA
were	We
werewolf	BediyA-mAnava
Wernicke	varnika
Weser	vejara
Wessex	vEseksa
westbound	paScimABimuKa
West-Country	paScimI_praxeSa_kA
West-End	laNdana_kA_paScImI
westerlier	paScimI
westerlies	paScimI
westerliest	paScimI
westerly	paScimI/paScimI_havA_kA/paScimABimuKa/paScima_se/paScima_kI_ora/paScimI_havA
westerner	paScimI/paScimavAsI
westernest	paScimI
Westernisation	paScimIkaraNa/pAScAwyIkaraNa
westernise	paScimIkaraNa_kara/pAScAwyIkaraNa_kara
Westernization	paScimIkaraNa/pAScAwyIkaraNa
westernize	paScimIkaraNa_kara/pAScAwyIkaraNa_kara
westernmost	suxUra_paScimI
western	paScimI/paScimI_havA_kA/paScima_meM_sWiwa/paScima_amarIkIA/pAScAwya/vestarna/amarIkI-paScimI_sambaXI_Pilma/amarIkI-paScimI_sambaXI_kiwAba
wester	paScimI_havA/paCavA
Westinghouse	vestiMgahAusa
Westminster	vestaminstara
westmost	suxUra_paScimI
west	paScimI/paCuvAz/paScima_kI_ora/yUropa_kA_paScimI_BAga/paScimI_amerikA/paScima
westside	paScimI
wests	paScima
West	vesta/paScima
westwarder	paScima_kI_ora
westwardest	paScima_kI_ora
westward	paScima_kI_ora/paScimABimuKa/paScima_kI_ora/paScima
westwards	paScima_kI_ora
wetback	vetabEka
wet	gIlA/xUXa_pilAne_vAlA/warala/SarAba_kI_CUta_xene_vAlA/SarAba_kI_CUta_vAlA/nirjIva/naSe_meM_Xuwwa/barasAwI/Arxra/namI/varRA/gIlApana/nIrasa/gIlA_kara
wether	KassI_BedA/baXiyA_BedA
wetland	Arxra_praxeSa
wetlands	gIlI_jamIna/Arxra_praxeSa
wetness	gIlApana
wetnurse	xUXa_pilAne_vAlI_XAya
wet-nurse	xUXa_pilAne_vAlI_XAya/xUXa_pilA
wets	gIlApana
wet-suit	wErAkoM_ke_pahanane_kA_rabada_kA_wafga_vaswra
wetted	gIlApana
wetter	gIlApana/biswara_meM_peSAba_karane_vAlA/BigAne_vAlA_karmacArI/Arxraka
wettest	gIlApana
wetting	gIlApana/peSAba_karanA/gIlA_karanA
wetware	namapAwra
whacked	hissA/naSe_meM_Xuwwa/klAnwa/[anOpacArika]burI_waraha_WakA_huA
whacker	viSAlakAya_cIja
whacking	hissA/bahuwa_badA/behaxa/pitAI
whack	jora_kI_cota_yA_mAra/satAka/prahAra/jora_se_mAra/jora_se_cota_mAra/hissA
whacko	sanakI_vyakwi
whacks	hissA
whacky	pAgala/hAsyAspaxa
whaleboat	vhela_nOkA
whalebones	vhela_kI_haddI
whalebone	vhela_kI_haddI/wimyasWi/kacakadA
whaled	vhela
whaler	jahAja_jisa_para_se_vhela_kA_SikAra_karawe_hEM/vhela_pakadane_vAle_jahAja_kA_karmacArI/vhela_pakadane_vAlA_jahAja/vhela_nOkA/vhela_kA_SikAra_karane_vAlA
whalers	jahAja_jisa_para_se_vhela_kA_SikAra_karawe_hEM
whales	vhela
whale	vhela/viSAlakAya_vyakwi/vhela_kA_SikAra_kara
whaling	vhela
whammed	Xama_kI_AvAja
whamming	Xama_kI_AvAja
whammy	jAxU-tonA/bAXA
whams	Xama_kI_AvAja
wham	Xama_kI_AvAja/mukke_kI_AvAja/jora_se_mAra
whang	prahAra/XAvA_bola/jora_se_Xakela/jora_se_mAra
whap	jora_se_mAra
wharfage	GAta-BAdA/jahAja-GAta/goxI_Sulka/goxI/GAta_Sulka
wharfed	GAta
wharf	GAta/jahAja-GAta/goxI/jahAja-GAta_banA/goxI_para_uwAra/goxI_para_laga/goxI_para_ekawra_kara/GAta_para_lagA
wharfing	GAta
wharfs	GAta
Wharton	vArtana
wharves	GAta
whatchamacallit	kyA_nAma_hE_usakA
whatchamacallum	kyA_nAma_hE_usakA
what-d'you-call-her	kyA-nAma-hE-usakA
what-d'you-call-him	kyA-nAma-hE-usakA
what-d'you-call-it	kyA-nAma-hE-usakA
what-d'you-call-them	kyA-nAma-hE-unakA
whateverer	jo_kuCa_BI
whateverest	jo_kuCa_BI
whatever	jo_kuCa_BI/kuCa_BI/jo_BI/jo_kuCa_BI
whatis	kyA_hE
what	kOna-sA/kiwanA/kisa/jo_kuCa/kyA/kyA/kyA/jo
whatnot	viviXa_kalAkqwi-safgraha
what's-her-name	kyA-nAma-hE-usakA
